ISO_A3,ihme.mean,ihme.lower,ihme.upper,confirmed.7mavg,under.mean,under.lower,under.upper
BRA,24270084.55,21632488.85,27409483.46,1371053.237,17.7017812985186,15.7780079330355,19.9915530048816
BRB,1862.83,1013.09,3017.97,94.478,19.7170769914689,10.7230254662461,31.9436270877876
BWA,25986.33,12078.44,47788.25,120.531,215.598725639047,100.210236370726,396.480988293468
CAF,1622648.5,768447.39,3007760.98,3413.499,475.36223095422,225.120145047648,881.137208477284
CAN,436494.19,381251.42,508185.2,103621.814,4.2123774246994,3.67925830752201,4.90422991436919
CHE,136423.4,107281.04,170243.19,31542.358,4.32508565149125,3.40117374864619,5.3972879896931
CHL,652883.77,562493.19,765913.52,267424.327,2.44137763128782,2.1033733030578,2.86403831914663
CHN,533599.14,303012.2,1000808.15,85782.901,6.22034384218365,3.53231467422628,11.6667557092759
CIV,6303235.19,5172753.73,7974322.79,8855.74,711.768320885663,584.113098397198,900.469389345216
CMR,4277472.84,3080782.45,5569647.15,12590.908,339.727114200183,244.68310387146,442.354685619178
COD,17858777.99,12339195.37,25144934.38,6666.191,2679.00784570979,1851.01137516162,3772.00928986283
COG,963901.46,469861.98,1813049.96,1086.075,887.509113090717,432.623879566328,1669.35981400916
COL,1522164.09,1266387.24,1728351.73,87913.932,17.314253331315,14.4048526916075,19.659588539391
CPV,32147.27,5593.5,133278.88,1093.521,29.3979448039864,5.11512810453571,121.880494293205
CRI,47444.11,24781.18,70272.77,2978.455,15.9291008257637,8.32014584742761,23.5936987464978
CUB,27607.81,19371.7,38772.15,2327.12,11.8635094021795,8.32432362748805,16.6610015813538
CYP,4656.13,2939.61,6796.44,988.926,4.70826937505941,2.97252777255325,6.87254658083618
CZE,156536.35,117726.11,251183.28,11330.997,13.8148787789812,10.389739755469,22.1678004150915
DEU,953284.51,785031.19,1152982.14,192975.618,4.93992204756147,4.06803304031912,5.97475552585094
DJI,320100.37,123292.12,600583.61,4646.786,68.8864023434692,26.5327734051019,129.247098962595
DNK,105715.61,88668.5700000001,126864.54,12683.28,8.33503715127317,6.9909810396049,10.0025025072379
DOM,727766.81,353474.83,1072917.11,30558.19,23.8157695203806,11.5672698546609,35.1106236985895
DZA,1985652.64,1262317.44,3077905.38,13013.164,152.587997815135,97.0031146921687,236.522446040025
ECU,3820529.4,2629439.94,6126486.2,55147.53,69.2783412058528,47.6801035331954,111.092667250918
EGY,35570441.64,26328607.77,40473942.29,63945.316,556.263442970553,411.736299340518,632.946161216875
ESP,2267480.15,1728432.67,2984257.06,262420.474,8.64063735362356,6.58650083072406,11.3720435548028
EST,8909.96,5547.94,13387.99,1985.334,4.48788969513442,2.79446178829356,6.74344467983725
ETH,2449476,1583984.49,3580880.54,5510.43,444.516308164699,287.452066354168,649.836862096062
FIN,79454.25,60694.72,99814.68,7230.743,10.9883935855554,8.39398108880374,13.8042079493076
FJI,11172.41,4004.53,24849.91,16.956,658.90599197924,236.171856569946,1465.55260674687
FRA,2603400.56,1996005.48,3381590.54,224934.762,11.5740250055258,8.87370836882918,15.0336502456654
GAB,685857.85,532263,888511.59,5207.59,131.70350392408,102.209083280366,170.618575963161
GBR,3544781.05,2967740.12,4304959.46,282718.785,12.5381871954494,10.4971451401788,15.2270018421309
GEO,41047.89,21097.05,78497.3500000001,920.359,44.5998680949499,22.9226312775775,85.2899249097364
GHA,3400973.64,2449928.66,5043223.72,16365.408,207.814778586638,149.70165485639,308.163641260884
GIN,2487612.03,1358678.58,5397973.5,5282.602,470.906577856897,257.198740317745,1021.83990010983
GMB,90633.67,57821.41,128314.79,44.034,2058.26565835491,1313.10827996548,2913.99350501885
GNB,1019961.2,512309.75,2113346.45,1607.618,634.454951362824,318.676296234553,1314.58247543882
GNQ,636660.7,327013.75,1088393.82,1951.14,326.301905552651,167.601376631098,557.824564100987
GRC,34258.28,25241.07,53303.42,3356.731,10.2058461044391,7.51953909920098,15.8795625863377
GTM,1432262.98,1014506.06,1785813.56,16440.498,87.1179802460972,61.7077451060181,108.622838553917
GUY,12117.08,4959.95,22717.23,240.951,50.2885648949372,20.5848907039191,94.2815344198613
HKG,11141.44,6853.9,19662.61,1192.622,9.34197088432043,5.74691729651138,16.4868751373025
HND,1135251.53,814515.85,1437732.87,17198.308,66.0094894218664,47.3602315995271,83.5973439945372
HRV,50116.27,37159.96,74514.34,2601.453,19.2647224454949,14.2843095762253,28.6433543100721
HTI,2023133.96,981444.14,3017810.73,5541.312,365.100171222988,177.114037253271,544.602204315513
HUN,107994.05,79347.25,144941.05,4132.642,26.1319635235765,19.2001266986107,35.0722491810324
IDN,7105435.62,5325551.96,10501795.36,52701.521,134.824109156166,101.051200400838,199.26930306243
IND,48677922.75,42521562.26,56830231.59,528849.933,92.0448688985652,80.4038340683689,107.460033638692
IRL,90274.92,66041.87,116522.96,25430.855,3.54981851770222,2.59691897893327,4.58195212076039
IRN,7108398.95,4954511.62,8645041.37,220135.878,32.2909605402896,22.5066066695407,39.2713875109445
IRQ,6782630.22,3099139.6,9260755.31,43134.163,157.244971230808,71.8488405582369,214.696534392008
ISL,3997.12,2815.01,7297.5,1817.769,2.19891526371062,1.54860711124461,4.01453650051244
ISR,149311.02,124423.57,179609.07,23677.523,6.30602364951773,5.25492341407503,7.58563596369435
ITA,1837141.72,1352134.83,2321387.06,240503.533,7.63873069590208,5.62209965539259,9.6521952548614
JAM,12081.56,4536.03,20940.58,686.666000000001,17.594521936429,6.60587534551003,30.4960198990484
JOR,60750.12,30420.3,122208.38,1106.886,54.8838091727604,27.4827760040329,110.407377092131
JPN,272929.79,187959.69,377254.31,18259.973,14.9468890233299,10.2935360309679,20.6601789608342
KAZ,943223.18,604241.91,1415275.4,20724.404,45.5126806059176,29.1560572743129,68.290282316442
KEN,2941513.54,2066942.05,4610185.02,5792.787,507.789003807666,356.813059068113,795.849220763684
KGZ,708378.64,236951.5,1452349.11,4699.812,150.724888570011,50.4172294551357,309.022809848564
KHM,32114.46,23146.75,41510.28,136.887,234.60562361656,169.093851132686,303.244866203511
KOR,88096.39,64499.66,119380.76,12703.794,6.93465196302774,5.07719662330797,9.39725250582621
KWT,357380.48,156238.26,512363.06,44186.218,8.08805315720843,3.53590479275687,11.5955400392041
LBN,34027.94,24193.26,47289.21,1711.476,19.8822186229898,14.1359037462401,27.6306591503474
LBR,1253438.16,517092.94,2778076.51,698.309,1794.9620583438,740.493019565837,3978.29114331907
LBY,98828.04,39892.9,239829.61,741.482,133.284476224642,53.8015757631338,323.446300786803
LKA,87502.33,53652.64,142999.84,2025.163,43.207549219495,26.4929983413681,70.6115211466929
LSO,67710.47,36345.75,115383.15,22.599,2996.17106951635,1608.29018983141,5105.67502986858
LTU,23290.24,11737.53,52198.24,1805.599,12.8988994787879,6.50062943100876,28.9090988641443
LUX,18563.64,10525.34,24927.15,4210.452,4.40894231783191,2.49981237168836,5.92030261834121
LVA,17345.41,11827.82,23526.67,1113.589,15.5761326665404,10.6213513244114,21.1268879272335
MAR,933996.830000001,336972.67,2773297.52,11803.334,79.1299161745318,28.5489396470523,234.958827734605
MDA,211044.85,136055.32,381262.36,15942.431,13.2379340390434,8.5341639552964,23.9149449666741
MDG,4878831.49,4027796.2,5821213.73,2009.077,2428.39447666764,2004.79931829392,2897.45675750606
MDV,13882.41,4397.32,29336.99,2302.789,6.02852019876767,1.90956270852432,12.7397646940297
MEX,20324744.04,18647488.42,23217650.67,212081.546,95.8345712926857,87.9260302072675,109.475110437001
MKD,215618.31,162812.6,270445.05,5903.161,36.5259070521709,27.5805792862502,45.8135988498365
MLI,2694773.37,2023192.08,3541269.39,2096.31,1285.48419365456,965.120654864977,1689.28707586187
MLT,2248.13,1437.32,3733.6,666.285,3.37412668752861,2.1572150055907,5.60360806561757
MMR,59552.16,41441.55,80996.57,288.494,206.424258390122,143.64787482582,280.75651486686
MNE,15681.51,11261.97,21460.67,458.507,34.2012444739121,24.5622640439514,46.8055449535121
MNG,40508.27,24472.34,59529.29,217.175,186.52363301485,112.684885461034,274.107470933579
MOZ,623376.25,87310.65,1580195.2,831.452,749.744122330573,105.009850237897,1900.52486493508
MRT,493141.21,246224.94,846717.94,3990.62,123.57508607685,61.7009236659968,212.177040159173
MWI,1094165.04,828450.27,1388799.42,1064.045,1028.30711107143,778.585745903604,1305.20741134069
MYS,136775.73,89324.36,219601.66,8615.191,15.8761111622482,10.3682390790872,25.4900512362407
NAM,49714.83,23809.12,103745.64,144.214,344.729568557837,165.095760467084,719.38674469885
NER,3741600.41,2405145.06,5876005.14,1063.309,3518.82699196565,2261.94366830338,5526.15010312148
NGA,26349040.32,22025080.65,31474878.58,23914.016,1101.8241486499,921.011370486664,1316.16866778043
NLD,772933.08,647391.86,930279.57,50208.185,15.394563256967,12.8941498283597,18.5284445155705
NOR,62428.33,48832.48,76811.28,8830.31,7.06977784471893,5.53009803732824,8.69859382060199
NPL,506914.69,221439.79,675766.49,12250.715,41.3783758743877,18.0756625225548,55.1613918044784
NZL,3600.09,2573.16,4835.49,1532.408,2.34930253561715,1.67916116334553,3.15548470120229
OMN,281769.13,243504.29,330961.36,36955.712,7.62450822216604,6.58908398247069,8.9556212582239
OWID_WRL,470857706.63,429254837.3,529062838.23,10014653.905,47.0168725845748,42.8626731759234,52.8288689003876
PAK,60510772.16,46286318.21,76962408.83,202836.956,298.322225659904,228.19469944126,379.429914290372
PAN,268766.97,149935.1,348576.59,30796.451,8.72720593681396,4.86858372089693,11.3187259791721
PER,5846852.92,4868214.66,6625210.55,275516.687,21.2214112461363,17.6694004018711,24.0464946865451
PHL,3466084.01,2482441.45,4570654.1,34805.763,99.5836238383856,71.3227131380513,131.318888196762
PNG,53542.63,36061.12,88336.4199999999,10.027,5339.84541737309,3596.40171536851,8809.85539044579
POL,486462.53,340496.2,791274,33640.384,14.4606711385934,10.1216502165968,23.5215507646999
PRT,87607.27,51460.63,125636.51,41636.286,2.10410866137292,1.23595630023293,3.01747639066559
PRY,34570.79,20099.01,48552.22,1896.025,18.2332986115689,10.6006038949908,25.6073733204995
PSE,132561.46,65724.12,222845.29,1803.905,73.4858321253059,36.4343576851331,123.534936706756
QAT,749954.15,524382.94,1047317.45,93521.331,8.01907053696659,5.60709449269921,11.1987012888001
ROU,704548.63,550700.04,946583.63,25955.075,27.14492753344,21.2174320436369,36.4700787803541
RUS,32104225.65,28538943.97,36609031.17,626662.049,51.2305248119469,45.5412036129221,58.4190972285925
RWA,170615.39,43724.48,365721.42,903.047,188.93301234598,48.4188309135626,404.98603062742
SAU,2697759.4,2058895.54,3488772.7,178675.261,15.0986733412411,11.5231147752458,19.5257736324225
SDN,8164617.7,5327913.85,11154296.57,9144.879,892.807624901325,582.611738219828,1219.73145516742
SEN,2487957.18,1137540.08,3578670.08,6462.524,384.982273179953,176.021022126958,553.75733691666
SGP,264114.48,194551.19,371517.92,43224.594,6.11028249334164,4.50093735987433,8.59505863721935
SLE,1129894.23,740073.5,1573602.04,1405.857,803.704950076715,526.42160618043,1119.3187073792
SLV,200392.49,134819.2,276238.48,5752.117,34.8380413680737,23.438188061891,48.0237936745724
SMR,5717.58,1729.09,10808.74,710.379,8.04863319439342,2.43403873143772,15.2154554118295
SOM,4184862.19,1407374.97,9855829.68,2883.739,1451.19311768506,488.038262131212,3417.72597312031
SRB,292668.82,185113.24,390729.83,13836.429,21.1520486969579,13.3786860757208,28.23921042055
SSD,2627438.56,989585.66,4887816.56,1963.522,1338.1253482263,503.985012645644,2489.31082004684
SUR,14857.32,5864.61,26243.82,441.027,33.6880054962622,13.2976212340741,59.5061526845295
SVK,37328.61,25091.11,58441.47,1645.311,22.6878748151565,15.2500712631229,35.5200141493006
SVN,9225.03,5101.32,13994.18,1563.022,5.90204744398991,3.26375444491504,8.95328408685227
SWE,521975.27,338002.11,639854.96,65621.593,7.95432183427793,5.15077575151216,9.75067703705395
SWZ,118077.24,50762.7,193638.1,750.31,157.371273207074,67.6556356705894,258.077461315989
SYR,140657.48,63628.05,299557.96,253.697,554.430994454014,250.803320496498,1180.77060430356
TCD,2600839.99,1484290.84,4690501.19,863.785,3010.98073015855,1718.35681332739,5430.17207985783
TGO,442329.83,197191.56,782273.290000001,615.308,718.875473746481,320.476184284944,1271.35237962126
THA,52403.76,28693.82,90747.49,3157.673,16.5956892939833,9.08701439319397,28.7387231040073
TLS,12899.4,5486.33,35387.52,23.312,553.337336993823,235.343599862732,1517.99588194921
TTO,8202.26,4697.88,14358.16,122.79,66.7990878736053,38.2594673833374,116.932649238537
TUN,69481.2,45504.04,118026.56,1166.182,59.5800655472302,39.0196727440485,101.207667413834
TUR,8256948.12,1526733.65,15255339.58,195844.138,42.1608132074905,7.79565661546632,77.8953086663231
TWN,22574.86,11354.34,50847.76,444.460999999999,50.7915430150228,25.5463133998259,114.403198480857
UGA,358582.71,73528.71,644088.32,963.335,372.230542853732,76.327248568774,668.602635635578
UKR,1286453.21,346281.47,1854789.04,42750.881,30.0918526100082,8.09998441903454,43.3859840221772
URY,6565.06,2522.45,12798.38,941.098,6.97595787048745,2.68032659723004,13.5994126010256
USA,12058716.49,10805126.41,13787088.05,2511266.236,4.80184709893898,4.3026606478852,5.49009414149588
UZB,2771568.07,2090016.89,4529954.96,7699.925,359.947411176083,271.433408766969,588.311569268532
VEN,148761.29,73592.18,232825.1,5057.999,29.4110951781525,14.5496628212066,46.0310688080405
VNM,23913.05,14789.07,38309.15,352.486,67.841134115965,41.956474867087,108.682756194572
YEM,5408802.59,2607027.78,9710667.43,1097.452,4928.50948378608,2375.52784085318,8848.37553715333
ZAF,3078710.11,2301617.62,3934913.66,131451.455,23.4208903203087,17.5092593687913,29.9343484634689
ZMB,854648.15,393138.8,1642501.86,1536.64,556.17981440025,255.843138275718,1068.89177686381
ZWE,1058191.88,348447.38,1601332.19,568.21,1862.32533746326,613.236972246176,2818.20487143838
